0,1,2,3,4,5,6,7,8,9,10,11
32308,"5,860",피부타입 : 모든피부용,,,,,,,,,
31513,"12,070",종류 : 프라이머,용량 : 30ml(g),,,,,,,,
31721,"13,090",종류 : 클렌징크림,형태 : 밤형,사용부위 : 페이스용,"사용효과 : 수분공급, 영양공급, 피부활력, 피부보호, 피부진정, 피부유연, 각질관리, 각질케어, 마사지효과, 노페물제거, 메이크업제거",용량 : 100ml,,,,,
28338,"47,000",종류 : 메이크업 베이스,용량 : 30ml(g),피부타입 : 모든피부용,,,,,,,
31983,"21,000",종류 : 파운데이션,형태 : 쿠션형,사용부위 : 페이스용,"사용효과 : 생기부여, 피부진정, 피부결정돈, 피부톤보정, 유수분밸런스조절, 피지조절, 화사함",용량 : 14ml(g),"특징 : 지속력, 커버력, 밀착력, 보습",,,,
31983,,종류 : 파운데이션,용량 : 15g,피부타입 : 모든피부용,,,,,,,
30629,,"사용효과 : 수분공급, 피부활력, 피부유연",용량 : 315ml,용기 : 펌프형,,,,,,,
28337,,종류 : 파우더,용량 : 13ml(g),자외선차단지수 : 32ml(g),PA지수 : PA++,,,,,,
32307,"6,810",피부타입 : 모든피부용,,,,,,,,,
27907,"1,710","색상 : 핑크, 브라운, 블루, 퍼플, 그레이, 블랙, 화이트",타입 : 싱글,형태 : 펜슬형,,,,,,,
32307,"3,200",피부타입 : 모든피부용,,,,,,,,,
27907,"5,990","색상 : 버건디, 핑크, 오렌지, 베이지, 브라운, 그린, 골드, 브론즈",타입 : 싱글,종류 : 아이라이너,형태 : 펜슬형,사용부위 : 아이용,사용효과 : 눈매연출,피부타입 : 모든피부용,"특징 : 워터프루프, 지속력, 밀착력, 발색력, 펄 함유",,
27237,"470,000",색상 : 블랙,,,,,,,,,
10600,,종류 : 파우더,용량 : 15ml(g),피부타입 : 모든피부용,,,,,,,
10600,"10,400",종류 : 파우더,형태 : 압축/팩트형,사용부위 : 페이스용,"사용효과 : 윤기부여, 입체감, 화사함, 광택부여",용량 : 15ml(g),피부타입 : 모든피부용,특징 : 펄 함유,,,
23866,,종류 : 프라이머,용량 : 50ml(g),피부타입 : 지성,,,,,,,
32375,"3,650",종류 : 클렌징젤,형태 : 젤형,"사용부위 : 페이스용, 코","사용효과 : 수분공급, 영양공급, 피부진정, 피부유연, 각질관리, 각질케어, 각질제거, 모공관리, 모공케어, 피지조절, 피지케어, 마사지효과, 노페물제거, 블랙헤드관리, 블랙헤드케어",,,,,,
31753,"20,000",색상 : 멀티플,타입 : 싱글,형태 : 리퀴드형,,,,,,,
10598,"4,710",색상 : 블랙,타입 : 싱글,형태 : 젤형,,,,,,,
27236,"23,020",타입 : 싱글,형태 : 리퀴드형,연출효과 : 매트,"지속력, 뭉침방지, 저자극, 발색력",,,,,,
23865,"39,900",종류 : 프라이머,용량 : 50ml(g),"피부타입 : 지성, 민감성",,,,,,,
29219,"113,850",성별 : 여성용,지속성 : 오드뚜왈렛,,,,,,,,
32307,"11,300",피부타입 : 모든피부용,,,,,,,,,
26853,"24,080","색상 : 피치, 베이지, 브라운, 그레이, 블랙, 화이트, 골드",타입 : 싱글,종류 : 아이섀도,형태 : 압축/팩트형,연출효과 : 매트,사용부위 : 아이용,사용효과 : 눈매연출,피부타입 : 모든피부용,"토스트, 앤티크 로즈, 시멘트, 토프, 바나나, 마호가니, 세이블, 헤더",
31797,"7,460",사용부위 : 바디용,사용효과 : 수분공급,종류 : 바디오일,용량 : 250ml(g),용기 : 원터치형,피부타입 : 모든피부용,,,,
22973,"31,990",색상 : 멀티플,타입 : 싱글,형태 : 크림형,"아이라이너겸용, 지속력, 눈매연출, 발색력, 뭉침방지",,,,,,
32306,"5,530",피부타입 : 모든피부용,,,,,,,,,
29948,"35,800",,,,,,,,,,
32306,"11,000",피부타입 : 모든피부용,,,,,,,,,
27179,"20,400",색상 : 멀티플,타입 : 싱글,형태 : 압축/팩트형,연출효과 : 매트,"발림성, 지속력",,,,,
31704,"4,544",피부타입 : 민감성,,,,,,,,,
27179,"23,630",색상 : 멀티플,타입 : 싱글,형태 : 스틱형,눈매연출,,,,,,
27179,"17,000","색상 : 핑크, 브라운, 블루, 퍼플",타입 : 싱글,"펄함유, 밀착력, 발색력, 지속력, 발림성",,,,,,,
31704,"3,320",,,,,,,,,,
27179,"23,770",색상 : 멀티플,타입 : 싱글,형태 : 압축/팩트형,"발림성, 지속력",,,,,,
32518,"11,990",종류 : 토너,형태 : 패치형,사용부위 : 페이스용,용량 : 70ml(g),피부타입 : 모든피부용,,,,,
27179,"25,530",색상 : 멀티플,타입 : 싱글,형태 : 압축/팩트형,"눈매연출, 발색력, 지속력",,,,,,
32518,"9,890",종류 : 스크럽/필링,형태 : 패치형,사용부위 : 페이스용,"사용효과 : 수분공급, 영양공급, 피부탄력, 피부결정돈, 각질관리, 각질케어, 각질제거, 노페물제거",용량 : 70ml(g),"피부타입 : 모든피부용, 민감성",,,,
26652,"20,100","색상 : 오렌지, 베이지, 브라운, 그레이, 골드",타입 : 싱글,종류 : 아이섀도,형태 : 압축/팩트형,연출효과 : 새틴,사용부위 : 아이용,피부타입 : 모든피부용,특징 : 지속력,"브룬, 브룰, 소바, 슈룸, 업 엣 던, 에라, 코르크, 코케트, 콘크리트, 클럽",
28753,,종류 : 컨실러,용량 : 2.1ml(g),,,,,,,,
28911,"19,930","색상 : 레드, 버건디, 베이지, 브라운, 옐로우, 블랙",타입 : 싱글,종류 : 아이섀도,형태 : 압축/팩트형,연출효과 : 매트,사용부위 : 아이용,피부타입 : 모든피부용,특징 : 지속력,"쇼크 팩터, 아임 인 투잇, 에스프레소, 웨지, 카본, 오메가, 소프트 브라운",
10595,"6,140",용량 : 50ml(g),종류 : BB크림,자외선차단지수 : 40SPF,PA지수 : PA+++,피부타입 : 모든피부용,,,,,
22967,"24,150",색상 : 베이지,타입 : 싱글,형태 : 압축/팩트형,,,,,,,
23770,"24,400",색상 : 멀티플,타입 : 싱글,형태 : 압축/팩트형,"밀착력, 펄함유",,,,,,
23770,"22,950",색상 : 멀티플,타입 : 싱글,형태 : 압축/팩트형,,,,,,,
28336,"12,780",종류 : CC크림,용량 : 30ml(g),자외선차단지수 : 30,PA지수 : PA++,피부타입 : 모든피부용,,,,,
23770,"32,910",색상 : 멀티플,타입 : 싱글,형태 : 압축/팩트형,"발색력, 지속력, 화사함, 눈매연출",,,,,,
28336,"13,520",종류 : CC크림,형태 : 크림형,사용부위 : 페이스용,"사용효과 : 윤기부여, 생기부여, 피부보호, 피부유연, 피부결정돈, 피부톤보정, 피부투명, 화이트닝, 화사함, 광택부여",용량 : 30ml(g),,,,,
10587,,,,,,,,,,,
28336,"28,660",종류 : CC크림,형태 : 쿠션형,사용부위 : 페이스용,"사용효과 : 피부보호, 피부결정돈, 피부톤보정, 화사함",용량 : 12ml(g),자외선차단지수 : 50,피부타입 : 모든피부용,"특징 : 자외선차단, 보습",,
28336,"18,630",종류 : CC크림,형태 : 크림형,사용부위 : 페이스용,"사용효과 : 생기부여, 피부보호, 피부진정, 피부결정돈, 피부톤보정, 화사함",용량 : 15ml(g),자외선차단지수 : 50,PA지수 : PA+++,피부타입 : 모든피부용,"특징 : 자외선차단, 지속력, 커버력, 밀착력, 보습",
22967,"16,870",색상 : 핑크,타입 : 싱글,종류 : 블러셔,형태 : 압축/팩트형,"사용효과 : 생기부여, 피부활력, 입체감, 화사함",사용부위 : 페이스용,피부타입 : 모든피부용,"특징 : 밀착력, 발색력",,
28336,"12,650",종류 : CC크림,형태 : 쿠션형,사용부위 : 페이스용,"사용효과 : 수분공급, 피부유연, 피부투명, 화사함",용량 : 15g,자외선차단지수 : 35,PA지수 : PA++,피부타입 : 모든피부용,"특징 : 자외선차단, 지속력, 커버력, 쿨링감, 보습",
22967,"89,300",기타 : 리미티드에디션,"색상 : 핑크, 피치, 브라운, 골드",타입 : 팔레트,종류 : 블러셔,형태 : 압축/팩트형,사용부위 : 페이스용,피부타입 : 모든피부용,,,
28336,"15,380",종류 : CC크림,사용부위 : 페이스용,"사용효과 : 윤기부여, 피부보호, 피부결정돈, 피부톤보정, 화사함, 광택부여, 뭉침방지",용량 : 30ml(g),자외선차단지수 : 30,PA지수 : PA++,피부타입 : 모든피부용,"특징 : 자외선차단, 지속력, 커버력, 보습",,
22967,"28,300",색상 : 핑크,타입 : 싱글,형태 : 리퀴드형,,,,,,,
31510,"21,940",,,,,,,,,,
31510,"23,600",,,,,,,,,,
31510,"21,940",,,,,,,,,,
29947,"9,450",종류 : 클렌징오일,형태 : 펌프형,사용부위 : 페이스용,사용효과 : 메이크업제거,용량 : 200ml(g),,,,,
30627,"410,240",,,,,,,,,,
30627,"398,360",,,,,,,,,,
30627,"404,330",,,,,,,,,,
29947,"5,790",종류 : 클렌징오일,형태 : 펌프형,사용부위 : 페이스용,"사용효과 : 수분공급, 메이크업제거",용량 : 142ml(g),"특징 : 저자극, 피부세정",,,,
32305,"14,290","색상 : 레드, 핑크, 오렌지, 퍼플",타입 : 싱글,종류 : 립틴트,형태 : 리퀴드형,사용부위 : 립용,"사용효과 : 수분공급, 입술투명",피부타입 : 모든피부용,"특징 : 지속력, 밀착력, 보습, 글리세린",,
31702,"33,800",종류 : 크림,형태 : 크림형,사용부위 : 페이스용,사용효과 : 수분공급,용량 : 75ml(g),피부타입 : 모든피부용,"특징 : 지속력, 보습",,,
32517,"12,890",종류 : 워시오프팩,형태 : 크림형,피부타입 : 모든피부용,사용부위 : 페이스용,용량 : 100ml(g),"사용효과 : 수분공급, 피지케어",특징 : 보습,,,
28335,"20,930",,,,,,,,,,
28335,,,,,,,,,,,
26651,"20,100","색상 : 오렌지, 베이지, 브라운, 그레이, 골드",타입 : 싱글,종류 : 아이섀도,형태 : 압축/팩트형,연출효과 : 새틴,사용부위 : 아이용,피부타입 : 모든피부용,특징 : 지속력,"브룬, 브룰, 소바, 슈룸, 업 엣 던, 에라, 코르크, 코케트, 콘크리트, 클럽",
33154,"7,000",사용부위 : 핸드용,"사용효과 : 수분공급, 피부보호, 피부유연, 쉐어버터",종류 : 핸드케어,형태 : 크림형,용량 : 50ml(g),용기 : 튜브형,"특징 : 보습, 주름개선, 글리세린","피부타입 : 모든피부용, 민감성",,
22963,,종류 : 파우더,용량 : 2.7ml(g),,,,,,,,
33034,"34,020","색상 : 베이지, 브라운",타입 : 팔레트,종류 : 아이섀도,형태 : 압축/팩트형,연출효과 : 매트,사용부위 : 아이용,사용효과 : 눈매연출,피부타입 : 모든피부용,특징 : 지속력,
33034,"38,220",색상 : 멀티플,타입 : 팔레트,종류 : 아이섀도,형태 : 압축/팩트형,사용부위 : 아이용,피부타입 : 모든피부용,특징 : 펄 함유,,,
26650,"42,370",종류 : 파운데이션,형태 : 리퀴드형,피부타입 : 모든피부용,사용부위 : 페이스용,"사용효과 : 윤기부여, 피부탄력, 피부톤보정, 화사함, 광택부여, 뭉침방지",용량 : 30ml(g),"특징 : 지속력, 커버력, 밀착력, 보습",,,
27177,"26,910",,,,,,,,,,
27177,"34,900",,,,,,,,,,
27177,"36,820",,,,,,,,,,
27177,"4,900",,,,,,,,,,
28072,"104,990",소비전력 : 25W,기능 : 음이온,연출헤어 : 일반웨이브,타입 : 집게형,최고온도 : 230도,온도조절단계 : 2단계,온도조절방식 : 슬라이드식,온도조절여부 : 가능,,
29945,"34,190",,,,,,,,,,
33192,"11,820",종류 : 파운데이션,피부타입 : 모든피부용,용량 : 30ml(g),자외선차단지수 : 25,PA지수 : PA++,,,,,
33192,"11,600",종류 : 파운데이션,형태 : 리퀴드형,사용부위 : 페이스용,"사용효과 : 수분공급, 피부유연, 유수분밸런스조절, 볼륨효과",용량 : 30ml(g),자외선차단지수 : 30,PA지수 : PA++,"특징 : 지속력, 커버력, 밀착력",,
30626,"35,560",,,,,,,,,,
32372,"27,210",피부타입 : 모든피부용,,,,,,,,,
33264,"166,290",,,,,,,,,,
33032,"10,890",종류 : 파운데이션,형태 : 리퀴드형,사용부위 : 페이스용,"사용효과 : 생기부여, 피부톤보정, 화사함",용량 : 30ml(g),"특징 : 흡수력, 지속력, 커버력, 밀착력, 글리세린",,,,
29944,"17,424",종류 : 선크림,형태 : 튜브형,사용부위 : 페이스용,용량 : 50ml(g),자외선차단지수 : 30,PA지수 : PA++,피부타입 : 모든피부용,특징 : 자외선차단,,
32371,"15,000",피부타입 : 모든피부용,,,,,,,,,
31701,"5,380",피부타입 : 복합,,,,,,,,,
31280,,색상 : 블랙,,,,,,,,,
31280,,색상 : 블랙,,,,,,,,,
31280,,색상 : 블랙,,,,,,,,,
28749,"31,400",색상 : 핑크,타입 : 싱글,형태 : 리퀴드형,"볼륨감, 수분공급, 입술보호",,,,,,
32370,"5,230",피부타입 : 모든피부용,,,,,,,,,
32370,"6,050",,,,,,,,,,
27815,"6,780",타입 : 싱글,형태 : 리퀴드형,,,,,,,,
33259,"11,820",종류 : 파운데이션,피부타입 : 모든피부용,용량 : 30ml(g),자외선차단지수 : 25,PA지수 : PA++,,,,,
27815,"7,090",타입 : 싱글,형태 : 리퀴드형,,,,,,,,
27815,"16,610",색상 : 무색,종류 : 립케어,형태 : 밤형,사용부위 : 립용,"사용효과 : 수분공급, 영양공급, 윤기부여, 입술유연, 입술탄력, 입술진정","피부타입 : 모든피부용, 민감성",특징 : 보습,,,
29218,"166,920",성별 : 여성용,지속성 : 오드퍼퓸,"메인향 : 플로럴, 머스크, 프루티",,,,,,,
23761,"34,230",색상 : 블랙,,,,,,,,,
30492,"19,560",색상 : 블랙,타입 : 싱글,형태 : 젤형,연출효과 : 롱래쉬,,,,,,
33259,"11,600",종류 : 파운데이션,형태 : 리퀴드형,사용부위 : 페이스용,"사용효과 : 수분공급, 피부유연, 유수분밸런스조절, 볼륨효과",용량 : 30ml(g),자외선차단지수 : 30,PA지수 : PA++,"특징 : 지속력, 커버력, 밀착력",,
33191,"3,100",종류 : 파우더,형태 : 루스형,"사용부위 : 페이스용, 바디용","사용효과 : 피부유연, 피부톤보정, 유수분밸런스조절, 피지조절, 피지케어, 화사함",용량 : 5g,피부타입 : 모든피부용,"특징 : 지속력, 천연성분, 미네랄 함유",,,
33191,"4,000",기타 : 리미티드에디션,종류 : 파우더,용량 : 5g,피부타입 : 모든피부용,,,,,,
31490,"25,000","사용효과 : 볼륨효과, 속눈썹연장",,,,,,,,,
26647,"12,600",색상 : 블랙,,,,,,,,,
32303,"13,350",종류 : 파운데이션,용량 : 15g,자외선차단지수 : 50+,PA지수 : PA+++,피부타입 : 모든피부용,,,,,
32303,"17,290",종류 : 파운데이션,용량 : 15g,자외선차단지수 : 50+,PA지수 : PA+++,,,,,,
29941,"15,710",종류 : 선크림,형태 : 크림형,사용부위 : 페이스용,"사용효과 : 윤기부여, 피부보호, 피부유연, 피부톤보정, 피부투명, 피부강화, 피지조절",용량 : 50ml(g),자외선차단지수 : 50,PA지수 : PA+++,피부타입 : 모든피부용,"특징 : 자외선차단, 저자극, 지속력, 밀착력",
31279,"8,290",색상 : 블랙,"사용효과 : 컬링효과, 번짐방지, 속눈썹영양, 속눈썹연장",용량 : 6g,,,,,,,
31279,"9,820","사용효과 : 영양공급, 볼륨효과, 컬링효과, 번짐방지, 뭉침방지, 속눈썹영양, 속눈썹연장",용량 : 6ml(g),,,,,,,,
31974,"99,000","종류 : 세럼, 아이크림",사용부위 : 아이용,용량 : 15ml(g),피부타입 : 모든피부용,,,,,,
31974,"146,310",피부타입 : 모든피부용,,,,,,,,,
21758,,종류 : 컨실러,용량 : 5.6ml(g),,,,,,,,
31699,"55,900",피부타입 : 모든피부용,,,,,,,,,
29941,"19,190",종류 : 선크림,형태 : 크림형,사용부위 : 페이스용,"사용효과 : 수분공급, 피부보호, 피부진정, 피부톤보정, 피부투명, 피지조절",용량 : 50ml(g),자외선차단지수 : 42,PA지수 : PA+++,피부타입 : 모든피부용,"특징 : 자외선차단, 저자극, 지속력",
32369,"22,770",종류 : 미스트,형태 : 스프레이형,사용부위 : 페이스용,"사용효과 : 수분공급, 생기부여, 피부유연",용량 : 30ml(g),피부타입 : 모든피부용,,,,
33027,"49,030",종류 : 파운데이션,형태 : 리퀴드형,사용부위 : 페이스용,"사용효과 : 수분공급, 피부보호, 피부톤보정",용량 : 30ml(g),자외선차단지수 : 20,PA지수 : PA++,"특징 : 자외선차단, 지속력, 커버력, 밀착력, 보습",,
33256,"31,580",피부타입 : 모든피부용,,,,,,,,,
29935,,,,,,,,,,,
33255,"49,510","색상 : 레드, 핑크, 베이지, 브라운, 블랙, 골드, 브론즈",타입 : 팔레트,종류 : 아이섀도,형태 : 압축/팩트형,"연출효과 : 매트, 글리터, 쉬머",사용부위 : 아이용,사용효과 : 눈매연출,피부타입 : 모든피부용,,
26924,"27,210",피부타입 : 모든피부용,,,,,,,,,
26923,,"색상 : 레드, 핑크, 피치, 오렌지",타입 : 싱글,형태 : 젤형,,,,,,,
33143,"28,120",종류 : 파우더,용량 : 9ml(g),피부타입 : 모든피부용,,,,,,,
28655,"28,400","피부타입 : 건성, 복합",,,,,,,,,
10561,"2,840","색상 : 핑크, 브라운, 그린",타입 : 싱글,형태 : 젤형,,,,,,,
10561,"7,650","색상 : 핑크, 브라운, 블랙, 화이트, 골드",타입 : 듀오,형태 : 젤형,연출효과 : 쉬머,,,,,,
28655,"67,910","피부타입 : 건성, 복합",,,,,,,,,
28654,,"피부타입 : 건성, 복합",,,,,,,,,
31749,"40,500",종류 : 선크림,형태 : 튜브형,사용부위 : 페이스용,"사용효과 : 수분공급, 피부보호, 피부진정, 화이트닝",용량 : 30ml(g),자외선차단지수 : 50,PA지수 : PA+++,피부타입 : 모든피부용,"특징 : 자외선차단, 저자극",
28539,"14,490",용량 : 45ml(g),종류 : BB크림,자외선차단지수 : 30SPF,PA지수 : PA++,,,,,,
26922,"26,140",,,,,,,,,,
24510,"49,510",색상 : 블랙,,,,,,,,,
24510,,색상 : 블랙,,,,,,,,,
32904,"24,000",종류 : 클렌징폼,형태 : 튜브형,사용부위 : 페이스용,"사용효과 : 노페물제거, 메이크업제거, 수분공급, 유수분밸런스조절, 트러블예방, 화이트닝",용량 : 120ml(g),피부타입 : 모든피부용,"특징 : 저자극, 피부세정",,,
28539,"17,000",용량 : 60ml(g),종류 : BB크림,자외선차단지수 : 30SPF,PA지수 : PA++,피부타입 : 모든피부용,,,,,
28320,"2,810","색상 : 레드, 핑크, 오렌지",타입 : 싱글,형태 : 리퀴드형,지속력,,,,,,
28320,"1,800",색상 : 멀티플,타입 : 싱글,형태 : 리퀴드형,,,,,,,
28653,"28,660",종류 : CC크림,형태 : 쿠션형,사용부위 : 페이스용,"사용효과 : 피부보호, 피부결정돈, 피부톤보정, 화사함",용량 : 12ml(g),자외선차단지수 : 50,피부타입 : 모든피부용,"특징 : 자외선차단, 보습",,
28653,"12,650",종류 : CC크림,형태 : 쿠션형,사용부위 : 페이스용,"사용효과 : 수분공급, 피부유연, 피부투명, 화사함",용량 : 15g,자외선차단지수 : 35,PA지수 : PA++,피부타입 : 모든피부용,"특징 : 자외선차단, 지속력, 커버력, 쿨링감, 보습",
28653,"23,210",종류 : 파운데이션,형태 : 쿠션형,사용부위 : 페이스용,"사용효과 : 윤기부여, 피부보호, 피부진정, 화사함, 광택부여",용량 : 12ml(g),자외선차단지수 : 50,피부타입 : 모든피부용,"특징 : 자외선차단, 지속력, 커버력, 밀착력, 발림성, 보습, 글리세린",,
28319,"28,700",종류 : 파운데이션,용량 : 30ml(g),자외선차단지수 : 35SPF,,,,,,,
24505,,종류 : 파운데이션,용량 : 11ml(g),,,,,,,,
23744,"24,400",색상 : 멀티플,타입 : 싱글,형태 : 압축/팩트형,"밀착력, 펄함유",,,,,,
31388,"55,330",종류 : 워시오프팩,피부타입 : 모든피부용,사용부위 : 페이스용,용량 : 100ml(g),"사용효과 : 수분공급, 피부보호, 피부진정",특징 : 쿨링감,,,,
31388,"28,270",종류 : 워시오프팩,형태 : 크림형,피부타입 : 모든피부용,사용부위 : 페이스용,용량 : 30ml(g),사용효과 : 수분공급,특징 : 보습,,,
32163,,색상 : 베이지,타입 : 싱글,형태 : 크림형,연출효과 : 쉬머,,,,,,
31387,"4,070",색상 : 블랙,"사용효과 : 볼륨효과, 번짐방지",용량 : 12.7ml,,,,,,,
24497,"45,990",종류 : 파운데이션,형태 : 리퀴드형,피부타입 : 모든피부용,사용부위 : 페이스용,"사용효과 : 피부유연, 피부결정돈, 피부톤보정, 화사함",용량 : 30ml(g),자외선차단지수 : 25,PA지수 : PA+++,"특징 : 지속력, 커버력, 밀착력, 파라벤 프리, 무광물유, 보습, 글리세린",
28198,"27,540",색상 : 멀티플,타입 : 싱글,형태 : 리퀴드형,"2.5ml*2, 워터프루프, 지속력, 발색력",,,,,,
32052,"45,500","색상 : 레드, 버건디, 핑크, 피치, 오렌지, 베이지, 브라운, 그린, 옐로우, 블루, 퍼플, 그레이, 블랙, 화이트, 실버, 골드, 브론즈",타입 : 팔레트,종류 : 아이섀도,형태 : 압축/팩트형,"연출효과 : 매트, 새틴",사용부위 : 아이용,피부타입 : 모든피부용,,,
31386,"61,880",종류 : 선크림,형태 : 크림형,사용효과 : 피부보호,용량 : 50ml(g),자외선차단지수 : SPF50+,PA지수 : PA++++,피부타입 : 모든피부용,특징 : 자외선차단,,
31386,"50,940",종류 : 선크림,형태 : 크림형,사용효과 : 피부보호,용량 : 30ml(g),자외선차단지수 : SPF50+,PA지수 : PA++++,피부타입 : 모든피부용,특징 : 자외선차단,,
31386,"48,870",종류 : 선크림,형태 : 크림형,사용부위 : 페이스용,"사용효과 : 피부보호, 피부투명",용량 : 50ml(g),자외선차단지수 : 50,PA지수 : PA++++,피부타입 : 모든피부용,"특징 : 자외선차단, 보습, 주름개선, 글리세린",
31386,"44,890",종류 : 선크림,형태 : 젤형,사용부위 : 페이스용,"사용효과 : 수분공급, 피부보호",용량 : 50ml(g),자외선차단지수 : 50,PA지수 : PA++++,특징 : 자외선차단,,
32161,"4,530","사용효과 : 윤기부여, 피부활력, 피부유연, 피부결정돈, 각질제거",종류 : 풋케어,,,,,,,,
31748,"13,450","색상 : 레드, 핑크",타입 : 싱글,형태 : 크림형,,,,,,,
26979,"55,000",형태 : 크림형,피부타입 : 모든피부용,사용부위 : 페이스용,용량 : 75 ml(g),,,,,,
28729,"17,820",,,,,,,,,,
28197,"11,250",색상 : 멀티플,타입 : 싱글,형태 : 리퀴드형,지속력,,,,,,
28197,"26,000",색상 : 멀티플,타입 : 싱글,형태 : 리퀴드형,발색력,,,,,,
10435,"7,250",종류 : 파우더,용량 : 15ml(g),피부타입 : 모든피부용,,,,,,,
28728,"16,280",피부타입 : 모든피부용,,,,,,,,,
32051,"8,990","색상 : 브라운, 블랙","사용효과 : 눈매연출, 컬링효과, 번짐방지, 속눈썹연장",용량 : 4g,,,,,,,
32893,"80,000",종류 : 파운데이션,형태 : 리퀴드형,피부타입 : 모든피부용,사용부위 : 페이스용,"사용효과 : 윤기부여, 피부결정돈, 피부톤보정",용량 : 30ml(g),자외선차단지수 : SPF30,PA지수 : PA+++,특징 : 밀착력,
32893,"79,860",종류 : 파운데이션,용량 : 30ml(g),자외선차단지수 : 15SPF,,,,,,,
28314,,색상 : 멀티플,타입 : 싱글,형태 : 스틱형,연출효과 : 롱래쉬,"워터프루프, 지속력, 발색력",,,,,
26914,"41,040",종류 : 파우더,용량 : 12.5ml(g),,,,,,,,
32892,"39,270",종류 : 파운데이션,형태 : 리퀴드형,사용부위 : 페이스용,"사용효과 : 피부결정돈, 피부톤보정",용량 : 30ml(g),"특징 : 지속력, 커버력, 밀착력, 글리세린",,,,
29212,"14,020",,,,,,,,,,
27147,,종류 : 메이크업 베이스,용량 : 35ml(g),피부타입 : 모든피부용,,,,,,,
26976,,,,,,,,,,,
30485,"39,270",종류 : 파운데이션,형태 : 리퀴드형,사용부위 : 페이스용,"사용효과 : 피부결정돈, 피부톤보정",용량 : 30ml(g),"특징 : 지속력, 커버력, 밀착력, 글리세린",,,,
32892,"44,130",종류 : 파운데이션,형태 : 리퀴드형,피부타입 : 모든피부용,사용부위 : 페이스용,"사용효과 : 수분공급, 피부결정돈, 피부톤보정, 화사함",용량 : 30ml(g),특징 : 커버력,,,
28313,,색상 : 멀티플,타입 : 싱글,형태 : 스틱형,지속력,,,,,,
32472,"37,000",종류 : 프라이머,용량 : 50ml(g),피부타입 : 모든피부용,,,,,,,
11559,"4,660",,,,,,,,,,
27559,"28,120",종류 : 파우더,용량 : 9ml(g),피부타입 : 모든피부용,,,,,,,
30485,"44,130",종류 : 파운데이션,형태 : 리퀴드형,피부타입 : 모든피부용,사용부위 : 페이스용,"사용효과 : 수분공급, 피부결정돈, 피부톤보정, 화사함",용량 : 30ml(g),특징 : 커버력,,,
26975,"63,900",,,,,,,,,,
26975,,,,,,,,,,,
27532,,피부타입 : 지성,사용부위 : 코,종류 : 마스크시트,형태 : 시트형,"사용효과 : 수분공급, 각질제거, 모공수축, 피지조절, 블랙헤드케어",특징 : 쿨링감,,,,
27145,"174,600",,,,,,,,,,
26974,"54,490",피부타입 : 건성,,,,,,,,,
26974,"30,200",피부타입 : 건성,,,,,,,,,
31122,,종류 : 메이크업 베이스,용량 : 30ml(g),피부타입 : 모든피부용,,,,,,,
31555,"54,490",종류 : 워시오프팩,피부타입 : 모든피부용,사용부위 : 페이스용,용량 : 100ml(g),"사용효과 : 생기부여, 피부활력",,,,,
32891,"41,490",종류 : 파운데이션,형태 : 리퀴드형,피부타입 : 모든피부용,사용부위 : 페이스용,사용효과 : 피부보호,용량 : 30ml(g),자외선차단지수 : SPF10,PA지수 : PA++,"특징 : 지속력, 커버력",
11550,,종류 : 파운데이션,용량 : 15ml(g),자외선차단지수 : 23SPF,PA지수 : PA++,,,,,,
32890,"58,380",종류 : 파운데이션,형태 : 리퀴드형,피부타입 : 모든피부용,사용부위 : 페이스용,"사용효과 : 피부결정돈, 피부톤보정",용량 : 30ml(g),자외선차단지수 : SPF25,"특징 : 지속력, 커버력, 밀착력",,
28311,"9,730","색상 : 핑크, 베이지, 블랙, 화이트",타입 : 쿼드,형태 : 압축/팩트형,"펄함유, 수분공급, 눈매연출",,,,,,
11101,"9,320",용량 : 30ml(g),종류 : BB크림,자외선차단지수 : 30SPF,PA지수 : PA++,,,,,,
11101,,용량 : 30ml(g),종류 : BB크림,자외선차단지수 : 15SPF,PA지수 : PA++,,,,,,
32047,"27,540",종류 : 워시오프팩,피부타입 : 모든피부용,사용부위 : 페이스용,용량 : 315ml(g),"사용효과 : 피부유연, 각질관리, 청량감",,,,,
27800,"20,100",색상 : 멀티플,타입 : 싱글,형태 : 스틱형,"비타민함유, 수분공급, 발색력, 입술연출",,,,,,
27800,"27,600","색상 : 그린, 블랙, 퍼플, 핑크",타입 : 싱글,종류 : 립스틱,형태 : 스틱형,연출효과 : 매트,사용부위 : 립용,피부타입 : 모든피부용,기타 : 리미티드에디션,,
32047,"15,300",종류 : 워시오프팩,피부타입 : 모든피부용,사용부위 : 페이스용,용량 : 125ml(g),"사용효과 : 피부유연, 각질관리, 청량감",,,,,
28310,"5,700",색상 : 블랙,,,,,,,,,
10989,"10,600",색상 : 블랙,타입 : 싱글,형태 : 붓펜형,연출효과 : 매트,,,,,,
10989,"10,470",색상 : 블랙,타입 : 싱글,형태 : 붓펜형,연출효과 : 매트,,,,,,
27837,"19,260","피부타입 : 건성, 복합",,,,,,,,,
27837,"18,860",피부타입 : 모든피부용,,,,,,,,,
27642,"21,740",색상 : 멀티플,타입 : 싱글,형태 : 압축/팩트형,,,,,,,
10988,,"색상 : 그린, 퍼플, 블랙, 화이트, 브론즈",타입 : 싱글,형태 : 펜슬형,,,,,,,
